Period,Date,Time,Depth,Location,Site,Status,IUCN,Latitude,Longitude,Camera.model,Organisation,Primary.contact,Secondary.contact,Funder,Grant.no,Observer,Successful.count,Successful.length
F_229,20220428,17:38,43,Franklin AMP,F_229,Fished,IUCN VI,-40.559555,144.37229,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_230,20220429,15:37,53,Franklin AMP,F_230,Fished,IUCN VI,-40.536638,144.402465,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_231,20220423,7:32,83,Franklin AMP,F_231,Fished,IUCN VI,-40.985867,144.275436,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_232,20220423,13:59,100,Franklin AMP,F_232,Fished,IUCN VI,-40.93061,144.183651,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_233,20220428,12:10,44,Franklin AMP,F_233,Fished,IUCN VI,-40.550368,144.352575,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_235,20220426,11:02,74,Franklin AMP,F_235,Fished,IUCN VI,-40.637517,144.378338,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_236,20220423,15:32,105,Franklin AMP,F_236,Fished,IUCN VI,-40.926961,144.233801,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_237,20220426,8:06,66,Franklin AMP,F_237,Fished,IUCN VI,-40.606054,144.381105,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_238,20220425,10:03,66,Franklin AMP,F_238,Fished,IUCN VI,-40.723499,144.356969,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_239,20220428,9:10,61,Franklin AMP,F_239,Fished,IUCN VI,-40.545859,144.325004,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_240,20220428,16:31,46,Franklin AMP,F_240,Fished,IUCN VI,-40.555977,144.365462,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_241,20220422,16:51,77,Franklin AMP,F_241,Fished,IUCN VI,-40.998,144.270537,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_242,20220423,15:05,105,Franklin AMP,F_242,Fished,IUCN VI,-40.93202,144.226939,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_243,20220426,14:42,85,Franklin AMP,F_243,Fished,IUCN VI,-40.59503,144.297521,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_244,20220426,16:23,70,Franklin AMP,F_244,Fished,IUCN VI,-40.571994,144.321719,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_245,20220423,9:15,87,Franklin AMP,F_245,Fished,IUCN VI,-40.971973,144.278266,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_246,20220424,17:08,93,Franklin AMP,F_246,Fished,IUCN VI,-40.779781,144.214801,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_247,20220426,17:07,70,Franklin AMP,F_247,Fished,IUCN VI,-40.55618,144.319515,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_248,20220427,9:05,77,Franklin AMP,F_248,Fished,IUCN VI,-40.537448,144.27351,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_249,20220429,9:14,62,Franklin AMP,F_249,Fished,IUCN VI,-40.569573,144.389025,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_250,20220428,7:45,48,Franklin AMP,F_250,Fished,IUCN VI,-40.531962,144.3278,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_251,20220427,14:21,82,Franklin AMP,F_251,Fished,IUCN VI,-40.575956,144.27927,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_252,20220429,11:13,44,Franklin AMP,F_252,Fished,IUCN VI,-40.560546,144.376266,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_253,20220427,15:14,76,Franklin AMP,F_253,Fished,IUCN VI,-40.594841,144.328133,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_254,20220422,16:27,76,Franklin AMP,F_254,Fished,IUCN VI,-40.994542,144.27282,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_255,20220428,15:57,45,Franklin AMP,F_255,Fished,IUCN VI,-40.552319,144.359111,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_256,20220425,16:05,90,Franklin AMP,F_256,Fished,IUCN VI,-40.63851,144.262069,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_257,20220426,15:17,77,Franklin AMP,F_257,Fished,IUCN VI,-40.586607,144.310975,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_259,20220424,14:40,98,Franklin AMP,F_259,Fished,IUCN VI,-40.842979,144.292923,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_260,20220425,10:19,81,Franklin AMP,F_260,Fished,IUCN VI,-40.714351,144.339101,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_262,20220428,16:23,45,Franklin AMP,F_262,Fished,IUCN VI,-40.557606,144.361855,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_263,20220427,16:00,67,Franklin AMP,F_263,Fished,IUCN VI,-40.578342,144.350881,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_264,20220429,10:13,53,Franklin AMP,F_264,Fished,IUCN VI,-40.55556,144.386736,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_265,20220427,9:45,75,Franklin AMP,F_265,Fished,IUCN VI,-40.555045,144.2787,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_266,20220429,12:03,56,Franklin AMP,F_266,Fished,IUCN VI,-40.562925,144.366016,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_267,20220424,11:07,98,Franklin AMP,F_267,Fished,IUCN VI,-40.879887,144.315153,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_268,20220423,11:28,101,Franklin AMP,F_268,Fished,IUCN VI,-40.988736,144.181296,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_269,20220426,17:20,69,Franklin AMP,F_269,Fished,IUCN VI,-40.549673,144.314697,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_270,20220428,17:18,42,Franklin AMP,F_270,Fished,IUCN VI,-40.554976,144.372941,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_271,20220429,15:28,54,Franklin AMP,F_271,Fished,IUCN VI,-40.531993,144.400166,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_272,20220427,11:17,92,Franklin AMP,F_272,Fished,IUCN VI,-40.609478,144.268455,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_273,20220426,8:57,54,Franklin AMP,F_273,Fished,IUCN VI,-40.594546,144.386044,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_274,20220424,9:25,96,Franklin AMP,F_274,Fished,IUCN VI,-40.934385,144.292281,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_275,20220429,9:03,59,Franklin AMP,F_275,Fished,IUCN VI,-40.568523,144.394381,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_276,20220424,8:29,94,Franklin AMP,F_276,Fished,IUCN VI,-40.947695,144.299102,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_277,20220423,13:28,100,Franklin AMP,F_277,Fished,IUCN VI,-40.915157,144.174215,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_278,20220429,8:30,57,Franklin AMP,F_278,Fished,IUCN VI,-40.584205,144.390819,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_279,20220425,15:17,91,Franklin AMP,F_279,Fished,IUCN VI,-40.677218,144.276338,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_280,20220426,14:15,86,Franklin AMP,F_280,Fished,IUCN VI,-40.599344,144.308691,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_281,20220424,16:16,97,Franklin AMP,F_281,Fished,IUCN VI,-40.79298,144.269594,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_282,20220429,10:23,43,Franklin AMP,F_282,Fished,IUCN VI,-40.557827,144.383459,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_284,20220428,9:47,46,Franklin AMP,F_284,Fished,IUCN VI,-40.544834,144.331303,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_285,20220427,17:30,50,Franklin AMP,F_285,Fished,IUCN VI,-40.556027,144.344085,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_286,20220426,16:43,70,Franklin AMP,F_286,Fished,IUCN VI,-40.567276,144.320253,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_287,20220427,9:20,75,Franklin AMP,F_287,Fished,IUCN VI,-40.548545,144.27424,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_288,20220423,7:45,84,Franklin AMP,F_288,Fished,IUCN VI,-40.982909,144.276033,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_289,20220429,12:34,64,Franklin AMP,F_289,Fished,IUCN VI,-40.572177,144.360928,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_290,20220429,9:38,56,Franklin AMP,F_290,Fished,IUCN VI,-40.564856,144.387555,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_291,20220429,11:43,48,Franklin AMP,F_291,Fished,IUCN VI,-40.561847,144.370074,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_293,20220425,10:50,92,Franklin AMP,F_293,Fished,IUCN VI,-40.714028,144.32124,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_294,20220427,16:11,69,Franklin AMP,F_294,Fished,IUCN VI,-40.57708,144.346914,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_295,20220425,12:11,87,Franklin AMP,F_295,Fished,IUCN VI,-40.671434,144.348972,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_296,20220424,12:07,100,Franklin AMP,F_296,Fished,IUCN VI,-40.890486,144.218943,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_297,20220427,17:40,48,Franklin AMP,F_297,Fished,IUCN VI,-40.557326,144.34179,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_299,20220429,14:02,50,Franklin AMP,F_299,Fished,IUCN VI,-40.543926,144.386125,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_300,20220323,9:38,83,Franklin AMP,F_300,Fished,IUCN VI,-40.977569,144.271142,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
