CATAMI_L2_L3	CATAMI_L4	CATAMI_L5	CATAMI_L6_L7	AMC	FieldOfView	Relief	uuid
Sponges > Cup-likes	Barrels			Barrel Orange Oscula	*	*	a338e84a-d1c5-445c-a273-983aace3918a
Sponges > Cup-likes	Barrels			Barrel Orange Rotund	*	*	fe78d4f7-8d6a-48b1-b506-d1d484de561e
Sponges > Cup-likes	Barrels			Barrel Pink Lumpy	*	*	dd2c894b-143f-4dcb-b23c-cb0b4daac40d
Sponges > Cup-likes	Barrels			Barrel Pink Mouth	*	*	8d73667b-20b5-433c-b0af-8350caad0542
Sponges > Cup-likes	Barrels			Barrel Pink-White Smooth Mouth	*	*	e978c6f9-e934-4d98-a649-82326a7f41f4
Sponges > Cup-likes	Barrels			Barrel Purple Thick	*	*	60143380-c75f-4e46-b658-55829f922472
Sponges > Cup-likes	Barrels			Barrel red rippled base	*	*	1f1b04df-e31b-4065-9a2e-aca182888904
Sponges > Cup-likes	Barrels			Barrel Red Thick Wall	*	*	4a06bedf-5262-465f-89bb-aebcd3285779
Sponges > Cup-likes	Barrels			Barrel Thick Blue	*	*	abd532fd-0fe5-4ba7-9489-24dc46c64eb4
Sponges > Cup-likes	Barrels			Barrel Thick Pink	*	*	ec39b018-d64e-4da2-9e16-493024b6b956
Sponges > Cup-likes	Barrels			Barrel Thick Yellow	*	*	c7628496-e7ab-43df-852f-3b56ca3e3052
Sponges > Cup-likes	Barrels			Barrel White	*	*	f9297580-52d8-4934-83bc-50cd808ccb71
Sponges > Cup-likes	Barrels			Tubular Pale Orange	*	*	fe99b81c-59bf-4f46-b1b4-df01005e3937
Sponges > Cup-likes	Barrels			Tubular Tan Singular	*	*	1df85fd7-c049-45c0-bd1e-efb033a6b8f0
Sponges > Cup-likes	Barrels			Unidentifiable	*	*	d3b62c69-cdaf-4f75-9693-90298acfae77
Sponges > Cup-likes	Cups	Cup / goblet		Cup Beige Shallow Irregular	*	*	32418772-799f-464b-b4fe-9d2b61655ea3
Sponges > Cup-likes	Cups	Cup / goblet		Cup Beige Thick	*	*	b7519f97-5dd7-4b91-a84c-ebe5566755f8
Sponges > Cup-likes	Cups	Cup / goblet		Cup Black Smooth	*	*	3b16374a-8693-4444-9308-c8ffa073d1d9
Sponges > Cup-likes	Cups	Cup / goblet		Cup Blue	*	*	12735c56-687e-46fb-9782-8928b8e787c6
Sponges > Cup-likes	Cups	Cup / goblet		Cup Blue Thick	*	*	8fcc3d5b-0fa3-4461-8ada-aa9a4172f096
Sponges > Cup-likes	Cups	Cup / goblet		Cup Brown Irregular	*	*	54978fb2-a94e-45a6-904e-59f24a3d6ec2
Sponges > Cup-likes	Cups	Cup / goblet		Cup Green Thick	*	*	96b7f554-c752-47cc-ac0f-2b68b0496fe2
Sponges > Cup-likes	Cups	Cup / goblet		Cup Lavender Thin Smooth	*	*	17b31048-00bd-4196-863e-2a2ad9fdeffe
Sponges > Cup-likes	Cups	Cup / goblet		Cup Light Pink Flat Thick	*	*	66e3a33a-3a89-4be8-b653-d701d39f5d94
Sponges > Cup-likes	Cups	Cup / goblet		Cup Orange 	*	*	4bdf3851-671f-4166-a7f2-30050f02ab43
Sponges > Cup-likes	Cups	Cup / goblet		Cup Pink Thick	*	*	666e6a73-2565-4b24-bb2e-fb6cb9298144
Sponges > Cup-likes	Cups	Cup / goblet		Cup Pink Thin Smooth	*	*	1d99716e-2feb-497a-b689-de61759fa0f7
Sponges > Cup-likes	Cups	Cup / goblet		Cup Red	*	*	67be3541-d04b-4151-a37e-41747e8526d2
Sponges > Cup-likes	Cups	Cup / goblet		Cup Red Smooth	*	*	bb53eeb8-2611-4755-972b-1dc037636f45
Sponges > Cup-likes	Cups	Cup / goblet		Cup Red Smooth Bleached	*	*	2a8eaec7-2c1e-4eb0-95c6-c2380bff0457
Sponges > Cup-likes	Cups	Cup / goblet		Cup Red Thick	*	*	a91029cb-6ef1-4c63-8379-a3648b2d7fc8
Sponges > Cup-likes	Cups	Cup / goblet		Cup Red White Thick Spiky 	*	*	c33370d0-5a79-49dd-97a8-742e5e8e95a9
Sponges > Cup-likes	Cups	Cup / goblet		Cup Stalked Purple	*	*	0c1ed648-f622-441b-976a-f6604ff54156
Sponges > Cup-likes	Cups	Cup / goblet		Cup White	*	*	74404caa-541e-4f61-8ed2-aa8bc68d4514
Sponges > Cup-likes	Cups	Cup / goblet		Cup White Frilly	*	*	bf8e6501-081a-41d0-9b8a-903f6cdec5c9
Sponges > Cup-likes	Cups	Cup / goblet		Cup Yellow	*	*	55742af8-b4f8-40d0-97ed-45d359f18afb
Sponges > Cup-likes	Cups	Cup / goblet		Cup Yellow Thick	*	*	e693cf3c-2a8b-4827-b343-6592f983f241
Sponges > Cup-likes	Cups	Cup / goblet		Small Beige Cup	*	*	9c160119-aa28-44da-981b-49ac68c15b60
Sponges > Cup-likes	Cups	Cup / goblet		Unidentifiable	*	*	5faa8917-63fc-4146-996c-bfb81a9eb5a8
Sponges > Cup-likes	Cups	Incomplete cup / curled fan		Cup Stalked Blue	*	*	2caca43f-6290-4d83-b03d-de4bcbfe8526
Sponges > Cup-likes	Cups	Incomplete cup / curled fan		Cup Stalked Brown	*	*	b6b2a9d4-5875-48d9-bc96-f068b437479a
Sponges > Cup-likes	Cups	Incomplete cup / curled fan		Fan Orange Frilly	*	*	ffa81e60-974a-432b-bd90-4d54970ff1e6
Sponges > Cup-likes	Cups	Incomplete cup / curled fan		Fan Pink	*	*	7cc06859-22db-47d6-9b1a-becbf4929d0a
Sponges > Cup-likes	Cups	Incomplete cup / curled fan		Spikey orange lace fan	*	*	5fe59a06-73fa-4161-ad55-3217074e4171
Sponges > Cup-likes	Cups	Incomplete cup / curled fan		Unidentifiable	*	*	3c53e2fe-3b3a-46e6-a26a-c148b3805214
Sponges > Cup-likes	Cups	Tables / discs		Unidentifiable	*	*	1313f964-47c6-4e8c-a0d3-767ee24266d9
Sponges > Cup-likes	Cups			Plate Sponge Strepsichordaia calciformis	*	*	f5738f09-a637-4718-8c91-4e8f17cb9268
Sponges > Cup-likes	Cups			White Crowned Cup	*	*	6c75ab12-d307-4496-ad39-8c296f10912f
Sponges > Cup-likes	Cups			Unidentifiable	*	*	8639e2bf-9c59-43e9-abda-16fb7a1c430c
Sponges > Cup-likes	Tubes and chimneys			Chimmey Grey Rough Small Oscula	*	*	5f125eb4-62af-4dea-b938-65fa65256e0e
Sponges > Cup-likes	Tubes and chimneys			Chimney Yellow Single Rough	*	*	2fc456d9-aeb9-46a7-b1f9-3e6b8aa1d6ca
Sponges > Cup-likes	Tubes and chimneys			Large Pink Tubular Colony	*	*	50ce46fb-09dc-4892-bcb2-1c815c8f052c
Sponges > Cup-likes	Tubes and chimneys			Tube Solitary Purple	*	*	c22ea30b-f7ec-400d-a39c-f60b7716cc0e
Sponges > Cup-likes	Tubes and chimneys			Tube White Lumpy	*	*	83fcbc0a-2247-46f4-bb95-7b7b0b38b369
Sponges > Cup-likes	Tubes and chimneys			Tubular Orange Ridged	*	*	4ba08304-17ab-4264-98e7-72fcd2ba85dc
Sponges > Cup-likes	Tubes and chimneys			Tubular Tall Rough Yellow Single	*	*	05944af9-db24-4eac-96de-2c923f6546d3
Sponges > Cup-likes	Tubes and chimneys			Tubular White cluster	*	*	7c9e1da4-4e38-4c0b-aca6-5fe2c08c1dfa
Sponges > Cup-likes	Tubes and chimneys			Tubular White Colony	*	*	d5da1326-f435-44f6-b06b-88986419bfa4
Sponges > Cup-likes	Tubes and chimneys			Yellow Chimneys	*	*	8b49cfa4-eec4-4bab-bf62-abd71fef9735
Sponges > Cup-likes	Tubes and chimneys			Yellow rough tube	*	*	d60577f8-9a73-4323-9ab1-aa7439631283
Sponges > Cup-likes	Tubes and chimneys			Chimney Grey Single	*	*	71294795-71d2-4826-b51d-695c06deff40
Sponges > Cup-likes	Tubes and chimneys			Chimney White Round	*	*	f7dbaff3-d5e1-43bd-907f-8cc2e930b6ef
Sponges > Cup-likes	Tubes and chimneys			Chimney White Tall	*	*	26241609-8189-46c7-9dbc-f0b1232e8e42
Sponges > Cup-likes	Tubes and chimneys			Chimney Yellow Large	*	*	00b34203-f580-49d3-9853-e802b94dcc03
Sponges > Cup-likes	Tubes and chimneys			Tube Beige Irregular	*	*	b05d5843-8f40-4a88-bb19-1aa919e0f787
Sponges > Cup-likes	Tubes and chimneys			Tubes Beige Prostrate	*	*	ded86d04-72c6-466f-8595-1cf9783ef521
Sponges > Cup-likes	Tubes and chimneys			Tubes Orange Irregular	*	*	122cf6fe-e3ee-47cf-ae79-76efd83669f6
Sponges > Cup-likes	Tubes and chimneys			Tubes Orange White Tips	*	*	2669d300-71b0-4ce1-ac43-c9aaffc6cd90
Sponges > Cup-likes	Tubes and chimneys			Tubes Pink Cluster	*	*	9916c730-6625-41f4-9909-14d3483dfc28
Sponges > Cup-likes	Tubes and chimneys			Tubes White Fan	*	*	0f87629f-8a2a-493d-8914-f382f7cd915a
Sponges > Cup-likes	Tubes and chimneys			Tubes White Large Oscula	*	*	227b7bb3-486a-40ab-957d-621c7a4fcf39
Sponges > Cup-likes	Tubes and chimneys			Tubular Pink Thorny	*	*	b8602f48-ff8e-458b-b7cc-a435950fd674
Sponges > Cup-likes	Tubes and chimneys			Tubular Pink	*	*	2002038f-e577-42fe-a890-29f74ca5b884
Sponges > Cup-likes	Tubes and chimneys			Tubular Blue	*	*	d342d507-f813-40ec-8f95-408efb77bd38
Sponges > Cup-likes	Tubes and chimneys			Tubular Sycon	*	*	6b7add1f-ca3d-42a0-aa4f-c263da1cc9c7
Sponges > Cup-likes	Tubes and chimneys			Tubular Solitary	*	*	08d0102b-2f43-407e-a7d6-32f8bcda09de
Sponges > Cup-likes	Tubes and chimneys			Tubular Fuzzy	*	*	8778d8d0-f65d-4079-8211-f1f3f8b1c4b7
Sponges > Cup-likes	Tubes and chimneys			Tubular Apricot	*	*	ed3bb5de-f98c-4dc5-87fa-6255423a9555
Sponges > Cup-likes	Tubes and chimneys			Tubular Tan	*	*	32750b18-0681-4ea5-a6e7-4d9561ac7b66
Sponges > Cup-likes	Tubes and chimneys			Tubular White Thorny	*	*	251caee3-0129-49e0-987a-2aff95fcdfd8
Sponges > Cup-likes	Tubes and chimneys			Tubular Orange	*	*	9c99864f-15d8-4dfb-a075-a335275d7c0a
Sponges > Cup-likes	Tubes and chimneys			Tubular Apricot Community	*	*	820dc626-9332-4f3c-b469-49650443d6ee
Sponges > Cup-likes	Tubes and chimneys			Unidentifiable	*	*	946cd4eb-1417-43c5-b14c-d9bee8df092e
Sponges > Cup-likes				Unidentifiable	*	*	d3936f5b-f42e-4885-b955-bda7223be01b
Sponges > Erect forms	Branching			Arborescent Orange / Brown Fingers	*	*	eba2eea6-3897-4ef6-8ab4-fb2599a8e365
Sponges > Erect forms	Branching			Arborescent yellow thin	*	*	64870a7c-8e68-4657-8cf2-8e685f2d96ef
Sponges > Erect forms	Branching			Branching Cream Thick	*	*	e906b7f4-cc7c-4fbb-8642-f9084edd4a66
Sponges > Erect forms	Branching			Branching Dark Purple	*	*	e85a7f75-d99d-45b6-8eea-b29720ae014b
Sponges > Erect forms	Branching			Branching Orange Fingers	*	*	534cfd57-41eb-4c3d-9aef-1c45750df522
Sponges > Erect forms	Branching			Branching Pink Stumpy	*	*	314946c0-4e1d-4635-9f21-45d80010c8c0
Sponges > Erect forms	Branching			Branching Purple Stumpy	*	*	feb77133-57da-4316-b9aa-744e4180b6b8
Sponges > Erect forms	Branching			Branching White Fine	*	*	c2d4960b-9990-4c0f-a81a-b15f07f3c1d5
Sponges > Erect forms	Branching			Branching Yellow Stumpy	*	*	4573699d-a11a-41b5-a74f-6f76c7bc00c5
Sponges > Erect forms	Branching			Branching Yellow Thick Pointed	*	*	64767337-92f8-44a7-9657-920d9ca79588
Sponges > Erect forms	Branching			Branching Yellow Thorny	*	*	a9f36adf-7387-421d-aae8-705061f65fd8
Sponges > Erect forms	Branching			Orange white patches	*	*	eb7605c1-ca80-4aba-a64a-3048a761c419
Sponges > Erect forms	Branching			Yellow branching column	*	*	e13ffde6-615b-4506-96a1-7f10e32a5c8a
Sponges > Erect forms	Branching			Arborescent Brown Thorny	*	*	74e4151c-cd83-42c5-a0f2-011285d1f659
Sponges > Erect forms	Branching			Arborescent Orange	*	*	9e1657a3-4b1a-44f0-b028-d2571c43fa6b
Sponges > Erect forms	Branching			Arborescent Black	*	*	ac800c75-307b-41a0-8ca6-f9807babc8f2
Sponges > Erect forms	Branching			Arborescent White Short	*	*	fac5810a-1365-4758-ae4c-5d09e44e8e13
Sponges > Erect forms	Branching			Arborescent Stumpy Grey	*	*	28010e31-fcdf-4a29-85b9-91d254a4d5c1
Sponges > Erect forms	Branching			Arborescent Grey	*	*	742e83dd-6a15-4893-b08e-f3342f12f9a9
Sponges > Erect forms	Branching			Arborescent White	*	*	1d82fb58-31e5-4b9f-8eb9-079e15d053d9
Sponges > Erect forms	Branching			Arborescent Yellow	*	*	3392709b-275c-42ef-a6c5-0159d4f795d1
Sponges > Erect forms	Branching			Arborescent Purple	*	*	8981126f-be29-4fc9-acf4-131bc4c8a6f0
Sponges > Erect forms	Branching			Arborescent Tan	*	*	24be31e1-6670-486c-a39d-2a86ab57fa5e
Sponges > Erect forms	Branching			Arborescent Orange Thin	*	*	a5b1053d-d1f6-4a2b-bf01-b607fd1feb02
Sponges > Erect forms	Branching			Arborescent Purple Irregular	*	*	066e0047-ca69-4d03-ac19-e3074cf91fd8
Sponges > Erect forms	Branching			Branching Orange	*	*	fa3200c8-ac76-42d3-824a-3e11771636d0
Sponges > Erect forms	Branching			Branching Brown Short	*	*	c8557f39-1c32-4683-9009-3a17d717859b
Sponges > Erect forms	Branching			Branching Purple	*	*	b04eb959-6fc5-4069-9001-151068ef0c8d
Sponges > Erect forms	Branching			Branching Brown Thin	*	*	344916dc-bcd9-4d59-a354-619f2fb6d71d
Sponges > Erect forms	Branching			Branching Cream	*	*	54b7f374-53a0-40da-a58d-de85fc1c8635
Sponges > Erect forms	Branching			Branching Beige Fine	*	*	65776ff6-868c-459b-8678-18fc24b01f2b
Sponges > Erect forms	Branching			Branching Beige Frilly	*	*	be05375d-0448-4aaa-a981-77b81b8a7ddb
Sponges > Erect forms	Branching			Branching Beige Spindles	*	*	460065a1-20c4-46a9-b645-3863df96761a
Sponges > Erect forms	Branching			Branching Beige Stumpy	*	*	9c47271e-08e8-4f9a-a114-3ba59e30ba1b
Sponges > Erect forms	Branching			Branching Black Fingers	*	*	58ca8bb7-2a30-4c38-a4eb-6751f599c0b7
Sponges > Erect forms	Branching			Branching Gray Fine Repent Like	*	*	38236488-52dd-4a61-9b22-eea18e1c4950
Sponges > Erect forms	Branching			Branching Grey Repent Like	*	*	8395c784-af0e-440b-9e6a-59381fb1a3fc
Sponges > Erect forms	Branching			Branching Grey Stumpy	*	*	bc2b18ab-d5c3-4931-9d62-05877ff4217e
Sponges > Erect forms	Branching			Branching Grey Thorny	*	*	ef4b17db-397b-4009-9b72-57a9152ce5e3
Sponges > Erect forms	Branching			Branching Orange Frilly	*	*	1bc5dd68-07bb-47e5-99db-303829b509a3
Sponges > Erect forms	Branching			Arborescent Purple Thin	*	*	dbbc158a-aa8b-44a7-ab42-b3961d8a5c37
Sponges > Erect forms	Branching			Branching Orange Long Fine	*	*	072b4ca4-511d-4562-93c0-ac8ebbef0d66
Sponges > Erect forms	Branching			Branching Orange Lumpy	*	*	69702610-26bb-4c47-b9ff-be03ef0dac16
Sponges > Erect forms	Branching			Branching Orange Prostrate	*	*	fc439f9c-3014-40d0-8125-ac5c0e7b0d79
Sponges > Erect forms	Branching			Branching Purple Remose Like	*	*	ee3d65ca-e48a-4b25-a0d2-f76c9400dec3
Sponges > Erect forms	Branching			Branching White Pointed	*	*	f599b1f6-4b7d-4162-a303-4c771a25a482
Sponges > Erect forms	Branching			Branching White Stubby	*	*	48a704d7-e779-431e-a780-b3fe160a2087
Sponges > Erect forms	Branching			Branching White Thorny Lumps	*	*	601015ef-64fe-4fd5-a4eb-1b8df32a3a68
Sponges > Erect forms	Branching			Fan Brown	*	*	03a781cd-f905-4873-82f3-18cedc03a3cc
Sponges > Erect forms	Branching			Lumpy Purple Stumps	*	*	895912d2-4bd4-40fa-ad0a-de6d9e8843e0
Sponges > Erect forms	Branching			Tubular Orange Thorny	*	*	94adf0a4-2065-4ebe-8f19-c956723969cc
Sponges > Erect forms	Branching			Tubular Pink Small Oscula	*	*	96fa5106-bfbc-48c6-8c34-4f2ab627110c
Sponges > Erect forms	Branching			Yellow French Fries	*	*	0cd8414f-d424-49ab-9577-62999e9e5003
Sponges > Erect forms	Branching			Unidentifiable	*	*	187963d4-38bf-40ca-919e-023cf2bdb3a7
Sponges > Erect forms	Laminar			Dark Purple Laminar	*	*	4d3e7180-907c-4116-b2b6-db3c8ae1733f
Sponges > Erect forms	Laminar			Elephant ear	*	*	fd06be06-8f0e-4cdf-8e74-b42e7ea406bc
Sponges > Erect forms	Laminar			Fan Blue Thick	*	*	9cd91fe1-c47f-4a98-b563-e3dcbf634250
Sponges > Erect forms	Laminar			Fan Brown Thin	*	*	62a659c5-48fd-49da-bc63-28ae68e84712
Sponges > Erect forms	Laminar			Fan Brown Thin Blade	*	*	7ed1220b-7ca7-4c6c-9709-372a8b30c796
Sponges > Erect forms	Laminar			Fan Cream	*	*	02303dd6-a479-45c6-a679-65acd4c199bf
Sponges > Erect forms	Laminar			Fan Light Pink Lumpy	*	*	50a2a626-1c0e-4d61-be03-ff189c491273
Sponges > Erect forms	Laminar			Fan Orange	*	*	64ffd97d-321b-4580-9c96-3366bbd8e97c
Sponges > Erect forms	Laminar			Fan Orange Flat	*	*	db0b21fb-8d57-47d7-b53d-9e635d495e35
Sponges > Erect forms	Laminar			Fan Orange Thick	*	*	025a6c63-8715-4ffd-b2fc-a81f98d4892e
Sponges > Erect forms	Laminar			Fan Orange Thin Blade	*	*	60318e17-8c00-43ad-85b5-f2b97b01c5ce
Sponges > Erect forms	Laminar			Fan Orange Thorny	*	*	27a288b8-234d-40f9-919a-801f3a297d75
Sponges > Erect forms	Laminar			Fan Peach	*	*	334cec04-7dbb-44bb-976e-53ba775d78f0
Sponges > Erect forms	Laminar			Fan Peach Thick	*	*	3ef9afcc-b1ca-47f4-97d4-fa71d3161a2b
Sponges > Erect forms	Laminar			Fan Pink Textured Surface	*	*	804dfe86-aee8-40c5-b514-5f8d94147a63
Sponges > Erect forms	Laminar			Fan Thick Large Oscula	*	*	55d97dd4-04c5-4b1e-81d7-f1c53eb6de03
Sponges > Erect forms	Laminar			Fan Thick Pink	*	*	5f2d0a51-1fc0-4593-b9c5-f832e7955c7b
Sponges > Erect forms	Laminar			Fan White Frilly	*	*	cd90b60e-e3c0-4070-ae92-51783183bed5
Sponges > Erect forms	Laminar			Fan White Riffled	*	*	82104353-3446-4e4b-8bf3-0e28b969b408
Sponges > Erect forms	Laminar			Fan White Thick	*	*	6090fb24-5a10-44f1-a875-37ac63a8aaf5
Sponges > Erect forms	Laminar			Fan White Thin	*	*	899eb05c-c9cf-4b8e-b89f-0e9a79adbce6
Sponges > Erect forms	Laminar			Fan Yellow	*	*	58e54686-9372-44ec-8572-64cff810612f
Sponges > Erect forms	Laminar			Fan Yellow Thick	*	*	27667b2b-bfa4-4756-b264-ffe3f2151f9b
Sponges > Erect forms	Laminar			Laminar Apricot Stalked	*	*	29d11990-70fd-4018-8fdb-8063a8eb0ffc
Sponges > Erect forms	Laminar			Laminar Blue Spikey	*	*	96d80dfd-3ae9-4729-87f3-78c0240c5d47
Sponges > Erect forms	Laminar			Laminar Brown Ruffle	*	*	90d014ac-6b20-4edc-b673-7f497084edc2
Sponges > Erect forms	Laminar			Laminar Grey Fungi	*	*	b65f62f9-3005-470b-93b2-ba3f544593cf
Sponges > Erect forms	Laminar			Laminar Grey Rough	*	*	97fe8d33-d3f5-4855-be8a-5268324ff20b
Sponges > Erect forms	Laminar			Laminar Grey Thick Irregular	*	*	da726718-140d-4a62-bc3a-fc2bd15c1f24
Sponges > Erect forms	Laminar			Laminar Grey Thin Folded	*	*	fcb0ac41-09d1-422d-88b8-e8f349b24a59
Sponges > Erect forms	Laminar			Laminar Peach Irregular	*	*	5a90b6e9-6e24-4025-8ed4-505c8b3bc283
Sponges > Erect forms	Laminar			Laminar Red Frilly	*	*	3780b74a-1e25-40ad-9238-4ebb5f8f2aa0
Sponges > Erect forms	Laminar			Laminar Red Tight Frilly	*	*	4c870a39-d042-4748-83a4-4bd47db5f4a3
Sponges > Erect forms	Laminar			Laminar Terracotta Fan Thick	*	*	a48df044-e3b8-4da7-8cea-8ad8e64ce184
Sponges > Erect forms	Laminar			Laminar White Thin	*	*	ab2945a6-1c23-4c2e-b6ac-8de5cf523226
Sponges > Erect forms	Laminar			Laminar Yellow Foam	*	*	85af5019-b7c5-44cd-ad32-63bb20efa9c4
Sponges > Erect forms	Laminar			Laminar Yellow Frilly	*	*	7b9683de-34c4-44b4-9b32-29201772df59
Sponges > Erect forms	Laminar			Laminar Yellow Irregular	*	*	b6174f5c-66d3-4f41-b811-b5236ca63910
Sponges > Erect forms	Laminar			Simple Thorny Yellow Fan	*	*	841ca008-0bbc-4095-bc9c-c5c2da3f21af
Sponges > Erect forms	Laminar			Yellow Fan with Side Tubes	*	*	0d827c8b-e7cc-49eb-b0a6-d8d6d284bbde
Sponges > Erect forms	Laminar			Laminar Yellow Fine	*	*	80f70c06-27a0-4e2e-897d-8f2500ced5eb
Sponges > Erect forms	Laminar			Laminar Grey Round Stalk	*	*	abd13806-ddf0-4858-8ffb-b80ade2cbea3
Sponges > Erect forms	Laminar			Laminar Orange Irregular	*	*	5612dd90-5114-4533-9342-7c0ba2f7975e
Sponges > Erect forms	Laminar			Laminar Orange Surface Pores	*	*	0579dca9-73c4-4e32-9609-65c1ce5abbae
Sponges > Erect forms	Laminar			Laminar White Irregular	*	*	7d54f846-f066-420f-8cbc-3e7a3fd0dede
Sponges > Erect forms	Laminar			Laminar White Small	*	*	48de74de-90ae-4438-b30d-207a4a240f17
Sponges > Erect forms	Laminar			Unidentifiable	*	*	c92b956d-7f8c-4bcb-98f8-4cc5737e7395
Sponges > Erect forms	Palmate			Arborescent Brown Thick	*	*	7c266d9b-e14f-42e3-b7ac-134a0a202b8e
Sponges > Erect forms	Palmate			Arborescent Orange Fan	*	*	2007db88-6930-42bb-928b-3a619ea9fe3b
Sponges > Erect forms	Palmate			Arborescent Orange Flat	*	*	2bc0abbd-cba0-4d21-8807-29f1baf8b2e3
Sponges > Erect forms	Palmate			Arborescent White Flat	*	*	ffbe5f97-cd77-449e-915d-18b7e76e0731
Sponges > Erect forms	Palmate			Arborescent Yellow Flat	*	*	c33d8dd2-e9d4-4018-89a4-139ea1fa2cd3
Sponges > Erect forms	Palmate			Fan White Thin	*	*	011209c4-6fbb-4995-8d4f-150a8700bced
Sponges > Erect forms	Palmate			Orange Flat Pronghorn	*	*	c7a6fbe7-a99b-4751-a8db-a6a6dac5ec0f
Sponges > Erect forms	Palmate			Palmate Beige Flat	*	*	ef014009-1c12-48a2-b0c9-0fc4c09588b9
Sponges > Erect forms	Palmate			Palmate Grey	*	*	ea0b8dd8-a0a3-44e0-812f-76abc98abe48
Sponges > Erect forms	Palmate			Palmate Grey Fingers	*	*	21675e3a-def6-4239-8952-e3a6ce80eed7
Sponges > Erect forms	Palmate			Palmate Grey Stalked Fingers	*	*	d23ec66a-23bd-4c2a-aa0d-b50127cf514d
Sponges > Erect forms	Palmate			Palmate Orange Flat	*	*	fa47d31f-11cf-4ee2-b798-ab6681f7a4f4
Sponges > Erect forms	Palmate			Palmate Purple	*	*	0dc9760b-c37d-4b45-b2e0-cee81cc8d86f
Sponges > Erect forms	Palmate			Palmate Violet	*	*	29accbd2-89e7-46a6-bbe3-2fcf60d8dfe4
Sponges > Erect forms	Palmate			Palmate White Thorny	*	*	a2c681dd-6179-4a9b-b1aa-7b77edf3e41b
Sponges > Erect forms	Palmate			Unidentifiable	*	*	d4e1a08e-7123-47ab-92d3-2ba8533d2842
Sponges > Erect forms	Simple			Simple Erect Cream	*	*	74c3404e-055a-4714-91ce-dcbd9ad860d3
Sponges > Erect forms	Simple			Simple Erect Orange	*	*	a563af07-ecb2-4908-badc-0c5404230e22
Sponges > Erect forms	Simple			Simple Erect Pink	*	*	723eb6cb-8bdd-4f6e-a333-8e07a6fc0b8a
Sponges > Erect forms	Simple			Simple Erect White	*	*	f5f5e551-8e6b-4ac7-bb82-a31a5ab9b0b8
Sponges > Erect forms	Simple			Unidentifiable	*	*	97aab209-dd6a-4961-90bd-829d5393f539
Sponges > Erect forms	Stalked			Dagwood dog	*	*	c9b389b9-d22d-45ec-afb7-e0ef7ee80ef2
Sponges > Erect forms	Stalked			Stalked Red-Orange Sausage	*	*	4b4a69f7-ebdd-4fed-af0f-2522e18865a2
Sponges > Erect forms	Stalked			Stalked White Lumpy	*	*	c4d1a084-1d28-4ca0-8027-c98b84e5fdcb
Sponges > Erect forms	Stalked			Stalked White Thorny	*	*	0f2b3bb2-0667-4045-878b-fa49efdae817
Sponges > Erect forms	Stalked			Stalked White-pink Club	*	*	5ef69789-8f94-4518-b7dc-f2ea41d9ae00
Sponges > Erect forms	Stalked			Unidentifiable	*	*	a03d273f-0b65-4bd3-b391-f2541d5a154b
Sponges > Erect forms				Unidentifiable	*	*	ff82c24a-2eca-4601-b727-9b59c199a804
Sponges > Massive forms	Balls			Ball Papillate Brown	*	*	3e4d8f0f-f00e-49ac-bb90-a394e5c80cdc
Sponges > Massive forms	Balls			Ball Pink Oscula	*	*	50eed80c-868a-490d-9471-c7d8babf339f
Sponges > Massive forms	Balls			Ball white	*	*	2bd15824-9d71-4a15-90b2-9994a0c8be28
Sponges > Massive forms	Balls			Ball Yellow Papillate Irregular	*	*	f76b5ca5-c7a5-427a-9733-578748b427b2
Sponges > Massive forms	Balls			Globular Blue	*	*	6ad31eaa-f7ca-4cae-af1e-33a0a1054b4b
Sponges > Massive forms	Balls			Globular Grey	*	*	23b316a6-395f-471c-8942-a14af28e6d59
Sponges > Massive forms	Balls			Globular Grey Tethya Like	*	*	077e003f-9b65-4d96-8444-46e85c79c277
Sponges > Massive forms	Balls			Globular Orange	*	*	5a1b4610-ccba-4ac8-b726-77d87a3805d2
Sponges > Massive forms	Balls			Globular Orange Tethya Like	*	*	bb2bcfd1-8c94-43ac-ba81-440c291ded0b
Sponges > Massive forms	Balls			Globular Pink Tethya Like	*	*	9f9bdafd-7cf6-4a5f-86dd-b0f88eda5fdd
Sponges > Massive forms	Balls			Globular White Tethya Like	*	*	0096bd0e-5b0c-4bba-ad3f-550b912d318e
Sponges > Massive forms	Balls			Knobby Yellow Ball	*	*	f81dbc7a-d702-4d78-8786-11b817822d10
Sponges > Massive forms	Balls			Papillate Black Ball	*	*	adefbda5-43ac-413d-be90-50bf0cbc4f05
Sponges > Massive forms	Balls			Papillate Light Orange	*	*	fed67ece-c606-4848-87fd-19a98f7608ce
Sponges > Massive forms	Balls			Papillate Orange Ball	*	*	885ff29b-d24c-4239-bebe-8dc83a08d370
Sponges > Massive forms	Balls			Red Spikey Ball	*	*	165e7cd3-33f6-48ec-9150-d2dcaafb8b00
Sponges > Massive forms	Balls			Smooth Orange Ball	*	*	7546e35f-1add-4993-a910-19980c6bd057
Sponges > Massive forms	Balls			Yellow Smooth Ball	*	*	98c8529c-aa49-47ce-be6e-b1b92d6933ff
Sponges > Massive forms	Balls			Yellow Smooth Large Oscula	*	*	1cefdf5f-ff57-42be-84af-7016b6fd0199
Sponges > Massive forms	Balls			Unidentifiable	*	*	2403ae8d-46de-4e63-b763-b1177e18d009
